SessionID,IS-session,Poster ID,Paper Title,著者リスト,CMT著者名,英文タイトル | English title,会議・論文誌名の入力 | Enter the name of the conference/journal
IS1,IS1-A-6,IS1-101,自動追尾スポットライトシステムのための連携行動による新郎新婦の追跡,"井伊瑞姫, 金澤靖 (豊橋技科大)",Ii Mizuki (Toyohashi University of Technology); Yasushi Kanazawa (Toyohashi University of Technology)*,Bride and Groom Tracking by Cooperated Action for Automatic Tracking Spotlight System,
IS1,IS1-A-6,IS1-102,マルチタスク学習による防犯カメラ映像における異常検知,"小林慎平, 檜作彰良, 中山良平 (立命館大)",,,
IS1,IS1-A-6,IS1-103,タスク切替トークンを用いた顔画像に対する複数タスクのEnd-to-Endモデリング,"折橋翔太, 山根大河, 河田尚孝, 牧島直輝, 庵愛, 鈴木聡志, 田中智大, 増村亮 (NTT)",,,
IS1,IS1-A-6,IS1-104,複数和柄カテゴリの同時認識を実現するモデルの構築と評価,"田邉彩乃, 武藤良, 植木一也 (明星大)",,,
IS1,IS1-A-6,IS1-105,映り込みを考慮したスタイル転送を用いた物体の材質変換,"近藤友哉, 入山太嗣, 小室孝 (埼玉大)",,,
IS1,IS1-A-6,IS1-106,生成AIによる人物画像に対する真贋判定技術の検討,"山邊紘子, 川原貫太 (立命館大), 蔭山享佑 (近大), 熊木武志 (立命館大)",Hiroko Yamabe (Ritsumeikan Univ.)*,Authenticity determination method for human face by using generative AI,
IS1,IS1-A-6,IS1-107,フレームのキャプショニングを用いた動画要約学習,"尾崎瞬, 宮崎智, 大町真一郎 (東北大), 藤井康寿 (Google DeepMind)",Shun Ozaki (Tohoku University)*; Shinichiro Omachi (Tohoku University); Tomo Miyazaki (Tohoku University); Yasuhisa Fujii (Google),Training of video Summarization with frame captioning,
IS1,IS1-A-6,IS1-108,高圧縮可能な画像への変換,"松村碧海 (九大), 大町真一郎 (東北大), 内田誠一 (九大)",,,
IT,IS1-B-3,IT-01,Deep Single Image Camera Calibration by Heatmap Regression to Recover Fisheye Images Under Manhattan World Assumption,"Nobuhiko Wakai, Satoshi Sato, Yasunori Ishii (Panasonic Holdings), Takayoshi Yamashita (Chubu Univ.)",,,CVPR
IT,IS1-B-3,IT-02,Active Domain Adaptation with False Negative Prediction for Object Detection,"Yuzuru Nakamura, Yasunori Ishii (Panasonic Holdings), Takayoshi Yamashita (Chubu Univ.)",,,CVPR
IT,IS1-B-3,IT-03,Event-Based Background-Oriented Schlieren,"Shintaro Shiba (Keio Univ., TU Berlin), Friedhelm Hamann (TU Berlin), Yoshimitsu Aoki (Keio Univ.), Guillermo Gallego (TU Berlin)",,,TPAMI
IT,IS1-B-3,IT-04,Self-Adaptive Training: Bridging Supervised and Self-Supervised Learning,"Lang Huang (Univ. of Tokyo), Chao Zhang (Peking Univ.), Hongyang Zhang (Univ. of Waterloo)",,,TPAMI
IT,IS1-B-3,IT-17,An Offline Learning of Behavior Correction Policy for Vision-Based Robotic Manipulation,"Qingxiuxiong Dong, Toshimitsu Kaneko (Toshiba), Masashi Sugiyama (Riken, Univ. of Tokyo)",,,ICRA
IT,IS1-B-3,IT-18,Fast Inference and Update of Probabilistic Density Estimation on Trajectory Prediction,"Takahiro Maeda, Norimichi Ukita (Toyota Technological Institute)",,,ICCV
IT,IS1-B-3,IT-19,SuperNormal: Neural Surface Reconstruction via Multi-View Normal Integration,"Xu Cao, Takafumi Taketomi (CyberAgent)",,,CVPR
OS1-E,IS1-B-4,OS1-E-01,Towards Semantic-Driven Initialization: Winning Tickets in Initial Noise,"Jiafeng Mao (Univ. of Tokyo), Xueting Wang (CyberAgent), Kiyoharu Aizawa (Univ. of Tokyo)","Jiafeng Mao (The University of Tokyo)*; Xueting Wang (CyberAgent, Inc.); Kiyoharu Aizawa (The University of Tokyo)",,
OS1-E,IS1-B-4,OS1-E-02,ブロードキャスト積：テンソル形状を揃えた要素積演算,"松井勇佑 (東大), 横田達也 (名工大)",,,
OS1-E,IS1-B-4,OS1-E-03,イベントフォーカルスタックを用いた深度推定,"堀川健太, 五十川麻理子, 斎藤秀雄 (慶大), 森尚平 (グラーツ工科大)",Kenta Horikawa (Keio University)*; Hideo Saito (Keio University); Shohei Mori (Graz University of Technology); Mariko Isogawa (Keio University),Depth Estimation from Event Focal Stack,
OS1-E,IS1-B-4,OS1-E-04,スパイキングニューラルネットワークによる画像生成拡散モデル,"渡邊諒 (東大), 椋田悠介, 原田達也 (東大, 理研)",Ryo Watanabe (The University of Tokyo)*; Yusuke Mukuta (The University of Tokyo); Tatsuya Harada (The University of Tokyo / RIKEN),Fully Spiking Denoising Diffusion Implicit Models,
OS1-E,IS1-B-4,OS1-E-05,グリッドベースNeRFにおける周波数正則化,"謝舒翔 (東大, 産総研), 周舒意 (東大), 櫻田健 (産総研), 石川涼一 (東大), 大西正輝 (産総研), 大石岳史 (東大)",,,
OS1-E,IS1-B-4,OS1-E-06,Cyclic Diffusion Modelの提案とその文字画像変換への応用,"下津曲将, 竹崎隼平, 原口大地, 内田誠一 (九大)",,,
OS1-E,IS1-B-4,OS1-E-07,3D Shape Modeling with Adaptive Centroidal Voronoi Tesselation on Signed Distance Field,"Diego Thomas (Kyushu Univ.), JeanSebastien Franco, Edmond Boyer (Inria)",Diego Thomas (Kyushu University)*; Jean-Sebastien Franco (INRIA); Edmond Boyer (Inria),,
OS1-E,IS1-B-4,OS1-E-08,説明文生成を補助タスクとする意味的視聴覚ナビゲーション,"近藤暖, 金崎朝子 (東工大)",,,
OS1-E,IS1-B-4,OS1-E-09,Human-drawable and Interpretable Adversarial Attack,"Ryoya Nara, Yusuke Matsui (Univ. of Tokyo)",Ryoya Nara (The University of Tokyo)*; Yusuke Matsui (The University of Tokyo),,
OS1-E,IS1-B-4,OS1-E-10,Text-Guided Diverse Scene Interaction Synthesis by Disentangling Actions from Scenes,"Hitoshi Teshima, Diego Thomas, Hiroshi Kawasaki (Kyushu Univ.), Yuta Nakashima (Osaka Univ.), Naoki Wake, Katsushi Ikeuchi (Microsoft)",Hitoshi Teshima (Kyushu University)*; Naoki Dr. Wake (Microsoft); Diego Thomas (Kyushu University); Yuta Nakashima (Osaka University); Hiroshi Kawasaki (Kyushu univ.); Katsushi Ikeuchi (Microsoft),,
IS1,IS1-B-6,IS1-109,単一画像からの関節付き物体の新規視点画像生成,"中村遼平, 金崎朝子 (東工大)",,,
IS1,IS1-B-6,IS1-110,多視点全天球画像を用いた画像合成による不要領域を補間した環境マップ作成,"阪田征之助, 山藤浩明, 大倉史生, 松下康之 (阪大)",,,
IS1,IS1-B-6,IS1-111,Repetitive Action Countingにおけるインターバル区間を考慮したデータ拡張の有効性の検証,"永井隆昌, 江崎健司, 後藤充裕, 瀬下仁志 (NTT)",,,
IS1,IS1-B-6,IS1-112,No-Reference Image Quality Assessmentを用いた画像インペインティングのための修復領域最適化,"内山泰熙, 五十川麻理子 (慶大)",,,
IS1,IS1-B-6,IS1-113,OpenCOLE: Towards Reproducible Automatic Graphic Design Generation,"Naoto Inoue, Kento Masui, Wataru Shimoda, Kota Yamaguchi (CyberAgent)",Naoto Inoue (CyberAgent)*; Kento Masui (CyberAgent); Wataru Shimoda (CyberAgent.Inc); Kota Yamaguchi (CyberAgent),,
IS1,IS1-B-6,IS1-114,イラスト画像における自動着彩とレイヤー分割,"入谷茉季, 坂上文彦, 佐藤淳 (名工大)",Maki Iritani (名古屋工業大学); Fumihiko Sakaue (Nagoya Institute of Technology); Jun Sato (Nagoya Institute of Technology)*,Automatic Coloring and Layering for Illustration Images,
IS1,IS1-B-6,IS1-115,ゼロショット学習を用いた，可視光画像と近赤外線画像の融合による靄除去,"加藤恩妃, 久保田彰 (中大)",,,
IS1,IS1-B-6,IS1-116,大規模マルチモーダルモデルを用いた画像内における潜在リスクの検知,"伊藤泰希, 武藤良, 植木一也 (明星大)",,,
IS1,IS1-B-6,IS1-117,Radiograph Super-Resolution with Pixel-Level Masked D-MNet Transformer,"Yongsong Huang, Tomo Miyazaki (Tohoku Univ.), Xiaofeng Liu (Yale Univ.), Zhengmi Tang, Kaiyuan Jiang, Yaohou Fan, Dongming Yu, Shinichiro Omachi (Tohoku Univ.)",Yongsong HUANG (Tohoku University)*; Tomo Miyazaki (Tohoku University); Xiaofeng Liu (Yale University); Zhengmi  TANG (Tohoku University); Kaiyuan  JIANG (Tohoku University); Yaohou Fan (Tohoku University); Dongming  YU (Tohoku University); Shinichiro Omachi (Tohoku University),,
IS1,IS1-B-6,IS1-118,事前ぼけ復元を用いた視力推定と仮想矯正,"閆穎心, 坂上文彦, 佐藤淳 (名工大)",Yingxin Yan (Nagoya Institute of Technology); Fumihiko Sakaue (Nagoya Institute of Technology); Jun Sato (Nagoya Institute of Technology)*,Visual Acuity Estimation and Correction by using Pre-Deblurring,
IS1,IS1-B-6,IS1-119,Neural Lookup TableとPrompt Guidance Lossを用いた解釈可能な画像補正,小杉哲 (東工大),,,
IS1,IS1-B-6,IS1-120,食材領域に着目した一人称視点動画における詳細調理行動認識,"北上裕太郎 (阪府大), 井上勝文, 吉岡理文 (阪公大)",,,
IS1,IS1-B-6,IS1-121,Advanced Feature Fusion Networks for 3D Hand Reconstruction from Single Image,"Jiatong Zhang, Seiichiro Kamata (Waseda Univ.)",JIATONG ZHANG (waseda university)*; Sei-ichiro Kamata (waseda university),,
IS1,IS1-B-6,IS1-122,BGM2Pose: Active 3D Human Pose Estimation with Background Music,"Yuto Shibata, Yusuke Oumi (Keio Univ.), Go Irie (Tokyo Univ. of Science), Akisato Kimura (NTT), Yoshimitsu Aoki, Mariko Isogawa (Keio Univ.)",YUTO SHIBATA (Keio university)*; Yusuke Oumi (Keio University); Go Irie (Tokyo University of Science); Akisato Kimura (NTT Corporation); Yoshimitsu Aoki (Keio University); Mariko Isogawa (Keio University),,
IS1,IS1-B-6,IS1-123,ControlColor: Palette-Guided Image Colorization with Latent Diffusion Models,"Qianru Qiu, Jiafeng Mao, Xueting Wang (CyberAgent)","Qianru Qiu (CyberAgent, Inc.)*; Jiafeng Mao (CyberAgent, Inc.); Xueting Wang (CyberAgent, Inc.)",,
IS1,IS1-B-6,IS1-124,Constrianed advertisement layout generation based on Graph Neural Networks,"Chen Fu (Univ. of Tokyo), Yuesong Liu, Naoto Tanji, Hiroyuki Seshime (Septeni Japan), Shengzhou Yi, Ling Xiao and Toshihiko Yamasaki (Univ. of Tokyo)","Chen FU (The University of Tokyo)*; Yuesong Liu (Septeni, Inc.); Naoto Tanji (Septeni, Inc.); Hiroyuki Seshime Seshime (Septeni, ); Shengzhou Yi (The University of Tokyo); Ling Xiao (The university of Tokyo); Toshihiko Yamasaki (The University of Tokyo)",Constrianed advertisement layout generation based on Graph Neural Networks,
IS1,IS1-B-6,IS1-125,映像情報を用いた音源分離による空間再構成,"今泉健太, 宮川和, 深津真二 (NTT)",,,
IS1,IS1-B-6,IS1-126,AOSAを用いた投手の牽制球と投球の分類根拠の可視化,"長友紀興, 石川博 (早大)",Kazuoki Nagatomo (Waseda University)*; Hiroshi Ishikawa (Waseda University),Visualization of Classification Criteria for Pitcher's Pickoff Throws and Pitches Using AOSA,
IS1,IS1-B-6,IS1-127,ActionVOS: Actions as Prompts for Video Object Segmentation,"Liangyang Ouyang, Ruicong Liu, Yifei Huang, Ryosuke Furuta, Yoichi Sato (Univ. of Tokyo)",Liangyang Ouyang (The University of Tokyo)*; Ruicong Liu (The University of Tokyo); Yifei Huang (The University of Tokyo); Ryosuke Furuta (The University of Tokyo); Yoichi Sato (University of Tokyo),ActionVOS: Actions as Prompts for Video Object Segmentation,
IS1,IS1-B-6,IS1-128,少量データを用いたスクリーンショット画像からのUIパーツ検出方法,"竹原諒真, 篠澤佳久 (慶大), 飯村結香子, 斎藤忍 (NTT)",Ryoma Takehara (Keio University); Yoshihisa Shinozawa (Keio University)*; Yukako Iimura (Nippon Telegraph and Telephone Corporation); Shinobu Saito (Nippon Telegraph and Telephone Corporation),Detection of UI parts from Screenshots with Small Dataset,
IS1,IS1-B-6,IS1-129,魚体追跡と計数領域を用いた魚数カウントシステムの開発,"若林勲, 嵩裕一郎, 杉浦恒 (ヤンマーホールディングス)","isao wakabayashi (YANMAR Holdings Co., Ltd.)*; yuichiro dake (YANMAR Holdings Co., Ltd.); hisashi sugiura (YANMAR Holdings Co., Ltd.)",Development of fish counting system using fish tracking and counting area,
IS1,IS1-B-6,IS1-130,Pseudo-label-based training for unknown-aware scene graph generation,"Motoharu Sonogashira (RIKEN), Masaaki Iiyama (Shiga Univ.), Yasutomo Kawanishi (RIKEN)",Motoharu Sonogashira (RIKEN)*; Masaaki Iiyama (Shiga University); Yasutomo Kawanishi (RIKEN),,
IS1,IS1-B-6,IS1-131,MM-DiTベースのStable Diffusion 3によるゼロショット領域分割,"山口廉斗, 柳井啓司 (電通大)","Rento Yamaguchi (University of Electro-Communications)*; Keiji Yanai (The University of Electro-Communications, Tokyo)",Zero-shot Segmentation by the MM-DiT Based Stable Diffusion 3,
IS1,IS1-B-6,IS1-132,グラフィックデザイン再編集のためのテキスト分離に向けて,"鈴木智之, ズデニェクヤン, 山口光太 (サイバーエージェント)","Tomoyuki Suzuki (CyberAgent, Inc.)*; Jan Zdenek (CyberAgent); Kota Yamaguchi (CyberAgent)",Towards Text Decomposition for Graphic Design Re-editing,
IS1,IS1-B-6,IS1-133,Border-Ownership選択性細胞の応答特性に学んだ図地分離アルゴリズムの性能評価,"岡田啓佑, 小林智哉, 奥野弘嗣 (阪工大)",,,
IS1,IS1-B-6,IS1-134,Open-vocabulary Scene Graph Generation via Synonym-based Predicate Descriptor,"Yuta Goto (Tokyo Univ. of Science), Satoshi Yamazaki, Takashi Shibata, Jianquan Liu (NEC)",Yuta Goto (Tokyo University of Science)*; Satoshi Yamazaki (NEC Visual Intelligence Research Laboratories); Takashi Shibata (NEC Corporation); Jianquan Liu (NEC Corporation),,
IS1,IS1-B-6,IS1-135,交差点におけるオクルージョンに頑健なMultiple Object Trackingの提案,"隅山慎, 吉澤真太郎, 森優人 (トヨタ自動車)",,,
IS1,IS1-B-6,IS1-136,VideoMotionGraph++: Co-Speech Gesture Video Reenactment with Blending Diffusion Model and Neural Rhythm Embedding,"Haiyang Liu (Univ. of Tokyo), Xingchao Yang, Shigeru Kuriyama, Takafumi Taketomi (CyberAgent)","Haiyang Liu (The University of Tokyo)*; Xingchao Yang (Cyberagent, Inc); Shigeru Kuriyama (CyberAgent); Takafumi Taketomi (CyberAgent)",VideoMotionGraph++: Co-Speech Gesture Video Reenactment with Blending Diffusion Model and Neural Rhythm Embedding,
IS1,IS1-B-6,IS1-137,物体検出における特徴量距離を考慮した学習データ選択方法,"島田泰智 (室蘭工大), 平澤宏祐 (コニカミノルタ), 近藤敏志 (室蘭工大)",,,
IS1,IS1-B-6,IS1-138,Basketball-SORT: A Multi-Object Tracking Algorithm for Complex Occlusions in Basketball,"Qingrui Hu, Atom Scott, Calvin Yeung, Keisuke Fujii (Nagoya Univ.)",Qingrui Hu (Nagoya University)*; Atom Scott (Nagoya University); Calvin Yeung (Nagoya University); Keisuke Fujii (Nagoya University / RIKEN),Basketball-SORT: A Multi-Object Tracking Algorithm for Complex Occlusions in Basketball,
IS1,IS1-B-6,IS1-139,Multi-Object Trackingを用いた道路損傷検出,"富谷竜一 (神戸大), 勝部芳久, Roversi Fernando, 小村淳浩 (イーグリッド), 高島遼一, 滝口哲也 (神戸大)",Ryuichi Tomiya (Kobe University)*; Yoshihisa Katsube (株式会社イーグリッド); Fernando Roversi (	株式会社イーグリッド); Yoshihiro Omura (株式会社イーグリッド); Ryoichi Takashima (Kobe University); Tetsuya  Takiguchi (Kobe University),Road Damage Detection using Multi-Object Tracking,
IS1,IS1-B-6,IS1-140,時空間動作検出のための人物クエリマッチングのAVAデータセットに対する性能評価,"大島慈温, 堀史門, 玉木徹 (名工大)",,,
IS1,IS1-B-6,IS1-141,海上設置型顕微鏡seaMS映像を対象とした深層学習による赤潮プランクトン検知,"河野友香, 右田雅裕 (熊本大), 中野善, 山口聖, 湯浅光貴 (水産技術研究所), 戸田真志 (熊本大)",,,
IS1,IS1-B-6,IS1-142,対人知能に関する動画質問応答：LLMは人物交流を理解しているか？,"森江梨花 (慶大, 産総研), Qiu Yue, 片岡裕雄 (産総研), 青木義満 (慶大)",Erika Mori (Keio University)*; Yue Qiu (National Institute of Advanced Industrial Science and Technology (AIST)); Hirokatsu Kataoka (National Institute of Advanced Industrial Science and Technology (AIST)); Yoshimitsu Aoki (Keio University),Enhancing Social Intelligence with Large Language Models: A Feedback Loop Approach for Video Question Answering,
IS1,IS1-B-6,IS1-143,Diffusion Action Segmentationにおけるフレーム特徴量へのマスキングに関する研究,"大山佑太, 今川孝久, 榎田修一 (九工大)",,,
IS1,IS1-B-6,IS1-144,GPTはグラフィックデザインの評価に利用できるのか？,"原口大地, 井上直人, 下田和, 山口光太 (サイバーエージェント)",,,
IS1,IS1-B-6,IS1-145,Ontology-based evaluation for truly open-vocabulary segmentation,"Shun Takashige, Hermann Blum, Marc Pollefeys (ETH Zurich)",Shun Takashige (ETH Zurich)*; Hermann Blum (ETH Zurich); Marc Pollefeys (ETH Zurich / Microsoft),Ontology-based evaluation for truly open-vocabulary segmentation,
IS1,IS1-B-6,IS1-146,画像クラスタリングに基づくincorrectペアの生成によるCLIPモデルの対照学習性能の向上,"田上鈴奈, 小林大起, 秋月秀一, 橋本学 (中京大)",,,
IS1,IS1-B-6,IS1-147,Identify-and-generate: VQAにおける大規模マルチモーダルモデルの獲得知識と視覚情報の統合強化,"佐藤雅也, 前田圭介, 藤後廉, 小川貴弘, 長谷山美紀 (北大)",Masaya Sato (Hokkaido University)*; Keisuke Maeda (Hokkaido University); Ren Togo (Hokkaido University); Takahiro Ogawa (Hokkaido University); Miki Haseyama (Hokkaido University),Identify-and-generate: Enhancing the integration of acquired knowledge and visual information in LMMs for VQA,
IS1,IS1-B-6,IS1-148,Enhancing Video Moment Retrieval with Scene Graphs,"Zongyao Li (NEC), ThaoNhu Nguyen (Dublin City Univ.), Satoshi Yamazaki, Jianquan Liu (NEC), Cathal Gurrin (Dublin City Univ.)",Zongyao Li (NEC Corporation)*; Thao-Nhu Nguyen (Dublin City University); Satoshi Yamazaki (NEC Visual Intelligence Research Laboratories); Jianquan Liu (NEC Corporation); Cathal Gurrin (Dublin City University),Enhancing Video Moment Retrieval with Scene Graphs,
IS1,IS1-B-6,IS1-149,注視領域と視行動を用いた運転手の注意散漫検出,"熊本優斗, 大谷健登 (名大), 鈴木大輝, 山高大乗 (デンソー), 武田一哉 (名大)",,,
IS1,IS1-B-6,IS1-150,Is Tracking Necessary for the Trajectory Prediction?,"Ryo Fujii (Keio Univ.), Ryo Hachiuma (NVIDIA), Hideo Saito (Keio Univ.)",Ryo Fujii (Keio University)*; Ryo Hachiuma (NVIDIA); Hideo Saito (Keio University),Is Tracking Necessary for the Trajectory Prediction?,
IS1,IS1-B-6,IS1-151,時空間画像処理を用いた車載カメラ映像からの先行車両のインペイント,"松本一稀, 井上裕大, 栗達, 小野晋太郎 (福岡大)",Kazuki Matsumoto (Fukuoka University); Yudai Inoue (Fukuoka University); Da LI (Fukuoka University); Shintaro Ono (Fukuoka University)*,Inpainting of a preceding vehicle from in-vehicle camera video using spatio-temporal image processing,
IS1,IS1-B-6,IS1-152,Myocardial Flow Reserve Estimation from 4D-Coronary-CT using Deep Neural Network,"Chenxi Shen, Takafumi Iwaguchi, Masateru Kawakubo, Hiroshi Kawasaki (Kyushu Univ.), Shaodi  You (Univ. of Amsterdam), Michinobu Nagao (Tokyo Women's Medical Univ.)",chenxi shen (Kyushu university)*; Takafumi Iwaguchi (Kyushu Univ.); Shaodi You (University of Amsterdam); Masateru Kawakubo (Kyushu university); Michinobu Nagao (Tokyo Women's Medical University); Hiroshi Kawasaki (Kyushu univ.),,
IS1,IS1-B-6,IS1-153,Towards a Deep-3DMM Reversible Face de-identification  Framework,"Allam Shehata, Yasushi Yagi (Osaka Univ.)","Allam Shehata (Osaka University, Japan; Electronics Research Institute, Egypt)*; Prof. Yasushi Yagi (Osaka University)",,
IS1,IS1-B-6,IS1-154,The OU-ISIR continuous authentication database comprising face and speech biometrics,"Xiang Li, Chi Xu, Yasushi Yagi (Osaka Univ.)",Xiang Li (Osaka University)*; Chi Xu (Osaka University); Prof. Yasushi Yagi (Osaka University),,
IS1,IS1-B-6,IS1-155,The OU-ISIR Multimodal Biometric Database and Its Performance Evaluation,"Chi Xu, Xiang Li, Allam Shehata, Yasushi Yagi (Osaka Univ.)","Chi Xu (Osaka University)*; Xiang Li (Osaka University); Allam Shehata (Osaka University, Japan; Electronics Research Institute, Egypt); Prof. Yasushi Yagi (Osaka University)",The OU-ISIR Multimodal Biometric Database and Its Performance Evaluation,
IS1,IS1-B-6,IS1-156,"Correlation Analysis among Face, Voice, Body, and Palm Vein Biometrics Toward Cross-modal Biometric Authentication","Kaede Shintani, Xiang Li, Chi Xu, Yasushi Yagi (Osaka Univ.)",Kaede Shintani (Osaka University)*; Xiang Li (Osaka University); Chi Xu (Osaka University); Prof. Yasushi Yagi (Osaka University),"Correlation Analysis among Face, Voice, Body, and Palm Vein Biometrics Toward Cross-modal Biometric Authentication",
IS1,IS1-B-6,IS1-157,拡散モデルを用いたLiDAR点群投影ベースの歩容映像復元,"アン・ジョンホ, 中嶋一斗, 吉野弘毅 (九大), 岩下友美 (JPL), 倉爪亮 (九大)",,,
IS1,IS1-B-6,IS1-158,FontCLIPstyler: 言語によるシーンテキストスタイル変換,"原虹暉, 柳井啓司 (電通大)",,,
IS1,IS1-B-6,IS1-159,セマンティックセグメンテーションに基づく偽造証憑検知,"藤武将人, 津崎このみ, 藤澤舞, 安達健二 (ファーストアカウンティング)",,,
IS1,IS1-B-6,IS1-160,オンライン文字を用いた単一文字の筆記者同一性判定,"秋庭正樹, 内田誠一 (九大)",,,
IS1,IS1-B-6,IS1-161,PCF Learned Sort: O(nloglogn)の期待計算量を持つ学習型ソートアルゴリズム,"佐藤篤樹, 松井勇佑 (東大)",Atsuki Sato (The University of Tokyo)*; Yusuke Matsui (The University of Tokyo),PCF Learned Sort: a Learning Augmented Sort Algorithm with O(nloglogn) Expected Complexity,
IS1,IS1-B-6,IS1-162,深度画像高解像度化のための位置ずれを考慮したGuided Filter,"村崎和彦, 谷田隆一 (NTT)",Kazuhiko Murasaki (NTT Corporation)*; Ryuichi Tanida (NTT Corporation),Misalignment-aware guided filter for depth image densification,
IS1,IS1-B-6,IS1-163,D-EventEgo: 動的環境における一人称視点イベントカメラを活用した三次元人物姿勢推定,"池田航, 五十川麻理子 (慶大)",Wataru Ikeda (Keio University)*; Mariko Isogawa (Keio University),D-EventEgo: Event-based Egocentric 3D Pose Estimation with Dynamic Scene,
IS1,IS1-B-6,IS1-164,スポーツ動作の骨格推定とユーモア動画生成への応用,"田島友希, 小松祐也, 武藤良, 植木一也 (明星大)",Yuki Tajima (Meisei University)*; Yuya Komatsu (Meisei University); Ryo Muto (Meisei University); Kazuya Ueki (Meisei University),Sports Movement Pose Estimation and Its Application to Humorous Video Generation,
IS1,IS1-B-6,IS1-165,重症児感情状態推定モデル構築のためのフィードバックサイクルの検討：人の「見守り」による効率的なモデル構築,"望田康太, サイリサ, 中野鐵兵 (早大), 若林麻里, 佐藤朝美 (横浜市大), 小川哲司 (早大)",,,
IS1,IS1-B-6,IS1-166,堅牢な産業画像異常検知のためのマルチスケール特徴抽出,"保木悠佑, 石川博 (早大)",,,
IS1,IS1-B-6,IS1-167,3次元植物構造トラッキングのための中間形状表現を用いた葉形状推定,"對野裕己, 宮川稜平, 山藤浩明, 松下康之, 大倉史生 (阪大)",,,
IS1,IS1-B-6,IS1-168,大規模視覚言語モデルと食品体積推定による食事画像からのカロリー量推定,"田邊光, 柳井啓司 (電通大)",,,
IS1,IS1-B-6,IS1-169,マルチモーダルLLMを用いた対話による食事管理とその評価,"楊心明, 山肩洋子, 相澤清晴 (東大)",,,
IS1,IS1-B-6,IS1-170,Detection of Incorrect Knee Torsion in Karate Low Kick Using Azure Kinect,"Xiangbo Kong, Ken'ichi Koyanagi (Toyama Prefectural Univ.)",Xiangbo Kong (Toyama Prefectural University)*; Ken'ichi Koyanagi (	Toyama Prefectural University),Detection of Incorrect Knee Torsion in Karate Low Kick Using Azure Kinect,
IS1,IS1-B-6,IS1-171,4ch入力Mask R-CNNによる可視・熱画像と気温を使用した緑色果実の検出,"大薗亜美, 栗原徹 (高知工科大)",Ami Oozono (Kochi University of Technology)*; Toru Kurihara (Kochi University of Technology),Detection of green fruits using visible and thermal imaging and temperature by 4ch input Mask R-CNN,
IS1,IS1-B-6,IS1-172,3次元関節座標を用いた卓球の試合映像におけるストローク分類,"藤原雄太 (立命館大), 孔祥博 (富山県立大), 田中亜実 (立命館大), 西川広記 (阪大), 冨山宏之 (立命館大)",,,
IS1,IS1-B-6,IS1-173,挨拶動画からのマルチモーダル情報に基づく感情推定を用いた協調学習のためのグループ形成方式,"多田遥香, 謝淳, 北原格 (筑波大)",,,
IS1,IS1-B-6,IS1-174,Z-stack画像の周波数成分に着目した全焦点画像生成のための整合性評価手法,"飯塚正樹, 土屋智 (浜松ホトニクス)",,,
IS1,IS1-B-6,IS1-175,マルチモーダル深層学習モデルを用いた子宮鏡画像と生成キャプションによる慢性子宮内膜炎の分類,"柿山宇徳, 辺見一成 (法政大), 宮田知子, 山本奈理 (井上善レディースクリニック), 平川豊文 (福岡大), 井上善仁 (井上善レディースクリニック), 宮田康平 (福岡大), 四元房典 (井上善レディースクリニック), 柴田千尋 (法政大)",Utoku Kakiyama (Hosei University)*; Kazunari Hemmi (Hosei University); Tomoko Miyata (Inoue Zen Ladies Clinic); Nari Yamamoto (Inoue Zen Ladies Clinic); Toyofumi Hirakawa (Fukuoka University); Yoshihito Inoue (Inoue Zen Ladies Clinic); Kohei Miyata (Fukuoka University); Fusanori Yotsumoto (Fukuoka University); Chihiro Shibata (Hosei University),Classification of Chronic Endometritis by Hysteroscopic Images and Generated Captions Using a Multimodal Deep Learning Model,
IS1,IS1-B-6,IS1-176,VLMは医用画像の識別的特徴を捉えているか？,"武田啓太, 松村勇汰 (長崎大), 見立英史 (金沢医科大), 角美佐, 酒井智弥 (長崎大)",Keita Takeda (Nagasaki University)*; Yuta Matsumura (Nagasaki University); Eiji Mitate (Kanazawa Medical University); Misa Sumi (Nagasaki University); Tomoya Sakai (Nagasaki University),Do VLMs discover discriminative features for medical images?,
IS1,IS1-B-6,IS1-177,ESRGANとDiffusionモデルによるCT画像のリンパ節転移有無の分類精度向上手法,"岩堀祐之 (中部大), 鈴木康介, 舟橋健司 (名工大), M. K. Bhuyan (インド工科大), 大内晶, 清水泰博 (愛知県がんセンター)",Yuji Iwahori (Chubu University)*; Kosuke Suzuki (Nagoya Institute of Technology); Kenji Funahashi (Nagoya Institute of Technology); M K Bhuyan (IIT Guwahati ); Akira Ouchi (Aichi Cancer Center Hospital); Yasuhiro Shimizu (Aichi Cancer Center Hospital),Improving Classification Accuracy for Presence or Absence of Metastasis from CT Image using ESRGAN and Diffusion Model,
IS1,IS1-B-6,IS1-178,深層学習を用いたEn face画像からのMDRF値の予測,"黒沢飛弾, 森田哲郎, 谷岡真樹, 的場亮, 森實祐基 (岡山大), 諸岡健一 (熊本大)",,,
IS1,IS1-B-6,IS1-179,WSIの病変割合推定のためのアノテーション付与支援,"高野菜々, 西口敏司 (阪工大), 豊浦正広 (山梨大)",,,
IS1,IS1-B-6,IS1-180,内視鏡画像を用いた3次元再構成におけるNeRFの適用性の検証,"金子俊太 (東邦大), 野里博和 (産総研), 数藤恭子 (東邦大)",,,
